2020-04-15 08:03:10 - INFO: ___Sample,_lat_deg,_lon_deg,_CPU_Temp,_____Temp,____Press,____Humid,_____Roll,____Pitch,______Yaw,_____MagX,_____MagY,_____MagZ,_____AccX,_____AccY,_____AccZ,____GyroX,____GyroY,____GyroZ
2020-04-15 08:24:16 - INFO: 126,30.2897,121.8683,30.4,26.2,992.56,42.96,329.9967,162.3001,128.3178,20.0444,-16.4955,52.8751,-0.002,0.0046,0.0156,0.2322,0.2036,0.077
2020-04-15 08:24:26 - INFO: 127,29.839,122.3621,30.4,26.17,992.58,42.6,327.9304,334.0489,35.7851,19.0933,-16.7209,53.0223,-0.0012,0.0051,0.0154,0.2377,0.2033,0.076
2020-04-15 08:24:36 - INFO: 128,29.3862,122.851,30.4,26.09,992.59,42.77,22.463,72.7533,84.8264,18.4787,-17.0266,53.5451,-0.0015,0.0044,0.0149,0.2365,0.2033,0.0779
2020-04-15 08:24:46 - INFO: 129,28.9313,123.3352,29.86,26.18,992.57,42.58,328.9834,161.5874,129.6787,18.2473,-16.9732,53.3175,-0.0015,0.0061,0.0144,0.235,0.2064,0.077
2020-04-15 08:24:56 - INFO: 130,28.4744,123.8148,30.4,26.13,992.59,42.81,327.5732,334.2082,37.2705,17.7367,-16.937,53.6271,-0.0017,0.0058,0.0173,0.235,0.2055,0.0779
2020-04-15 08:25:07 - INFO: 131,28.0155,124.2898,30.4,26.18,992.56,42.77,23.0173,72.7187,86.521,16.9767,-17.0339,53.9755,-0.0012,0.0051,0.0144,0.2338,0.2033,0.0788
2020-04-15 08:25:17 - INFO: 132,27.5085,124.8073,30.4,26.26,992.56,41.47,329.1581,161.8702,131.7249,16.5601,-17.1831,54.1168,-0.0012,0.0061,0.0161,0.235,0.2055,0.0736
2020-04-15 08:25:27 - INFO: 133,27.0456,125.2732,30.4,26.15,992.6,43.49,328.0109,334.8402,38.1799,16.5452,-17.3176,53.9448,-0.0012,0.0051,0.0132,0.2341,0.2085,0.0773
2020-04-15 08:25:37 - INFO: 134,26.581,125.735,30.4,26.11,992.61,42.36,23.1673,73.414,88.4369,15.7257,-17.0678,53.845,-0.0015,0.0063,0.0146,0.2347,0.2067,0.077
2020-04-15 08:25:47 - INFO: 135,26.1146,126.1926,30.4,26.08,992.56,42.3,328.739,162.9038,132.9861,15.4941,-17.657,54.2756,-0.0022,0.0058,0.0151,0.2331,0.2052,0.0754
2020-04-15 08:25:57 - INFO: 136,25.6465,126.6463,30.4,26.2,992.61,42.66,328.9907,334.4321,40.8077,14.9852,-17.8937,54.7517,-0.0012,0.0061,0.0149,0.2344,0.207,0.0779
2020-04-15 08:26:07 - INFO: 137,25.1767,127.096,30.4,26.15,992.6,42.4,23.8484,73.3832,91.0383,14.0598,-17.8916,55.3998,-0.0012,0.0046,0.0146,0.2365,0.2067,0.0776
2020-04-15 08:26:17 - INFO: 138,24.7053,127.542,29.32,26.06,992.59,42.56,329.8274,163.6117,135.5432,13.2265,-17.67,54.8473,-0.0017,0.0056,0.0134,0.2347,0.2082,0.0779
2020-04-15 08:26:28 - INFO: 139,24.2324,127.9842,30.4,26.11,992.59,42.81,329.3447,333.9529,43.6862,12.7643,-17.9402,55.0956,-0.001,0.0056,0.0139,0.2356,0.2052,0.0764
2020-04-15 08:26:38 - INFO: 140,23.7104,128.4666,30.4,26.0,992.58,42.88,24.2764,73.8754,92.783,12.2207,-18.3415,55.76,-0.001,0.0056,0.0141,0.2322,0.2076,0.0767
2020-04-15 08:26:48 - INFO: 141,23.2344,128.9014,30.4,26.2,992.58,42.8,328.5543,164.1322,135.6141,11.6663,-18.688,55.5949,-0.0017,0.0061,0.0149,0.2353,0.2055,0.0767
2020-04-15 08:26:58 - INFO: 142,22.7569,129.3328,29.86,26.15,992.58,42.4,330.0354,334.6209,44.0678,11.2833,-17.4756,55.4197,-0.0012,0.0051,0.0161,0.2365,0.2048,0.0779
2020-04-15 08:27:08 - INFO: 143,22.278,129.7609,30.4,26.08,992.56,42.62,24.5543,74.903,94.4802,10.7728,-17.9575,56.3223,-0.002,0.0056,0.0168,0.2341,0.2045,0.076
2020-04-15 08:27:18 - INFO: 144,21.7978,130.1858,30.94,26.09,992.6,42.37,328.3991,163.7931,138.1659,10.1814,-18.4937,56.5521,-0.0015,0.0063,0.0154,0.235,0.2052,0.0779
2020-04-15 08:27:28 - INFO: 145,21.3164,130.6075,30.4,26.09,992.56,42.47,329.7601,334.4721,45.9646,9.4229,-18.702,56.8156,-0.0017,0.0063,0.0154,0.2331,0.2048,0.0767
2020-04-15 08:27:38 - INFO: 146,20.8336,131.0262,30.4,26.13,992.58,41.96,24.7545,74.3545,96.3612,9.1838,-19.1303,56.8397,-0.0015,0.0058,0.0156,0.2356,0.2058,0.077
2020-04-15 08:27:49 - INFO: 147,20.3497,131.4419,29.86,26.11,992.56,43.97,328.921,163.9503,139.5546,8.5936,-19.2462,57.3053,-0.001,0.0061,0.0166,0.238,0.2036,0.0764
2020-04-15 08:27:59 - INFO: 148,19.8159,131.8959,30.4,26.2,992.59,42.17,329.8682,333.9611,48.3527,7.8768,-19.0937,57.3579,-0.001,0.0061,0.0154,0.235,0.2055,0.076
2020-04-15 08:28:09 - INFO: 149,19.3296,132.3057,30.4,26.04,992.6,43.22,25.0126,74.4098,98.1588,7.2902,-18.8459,57.3489,-0.002,0.0051,0.0163,0.2344,0.2061,0.077
2020-04-15 08:28:19 - INFO: 150,18.8421,132.7128,29.86,26.18,992.62,42.69,329.2056,164.5682,140.7682,6.5982,-19.0631,57.4148,-0.001,0.0051,0.0139,0.235,0.2048,0.0773
2020-04-15 08:28:29 - INFO: 151,18.3535,133.1172,30.4,26.15,992.62,42.7,330.7077,333.641,50.6018,6.0206,-19.0508,57.1286,-0.0015,0.0049,0.0158,0.2338,0.2067,0.077
2020-04-15 08:28:39 - INFO: 152,17.8639,133.5192,30.4,26.15,992.6,42.81,25.4793,75.0167,100.583,5.6654,-19.2284,57.3258,-0.0017,0.0056,0.0156,0.2374,0.207,0.077
2020-04-15 08:28:49 - INFO: 153,17.3734,133.9187,30.4,26.11,992.62,42.4,329.234,165.5106,143.2314,5.3082,-19.4779,57.5997,-0.002,0.0056,0.011,0.2334,0.2082,0.077
2020-04-15 08:28:59 - INFO: 154,16.8819,134.3158,30.4,26.13,992.61,42.39,331.5509,334.4097,53.125,4.4997,-19.2638,57.2036,-0.002,0.0053,0.0144,0.2365,0.2045,0.0751
2020-04-15 08:29:10 - INFO: 155,16.3894,134.7106,30.4,26.09,992.6,43.07,25.6873,75.9789,104.2191,3.6879,-19.3145,57.3637,-0.0012,0.0046,0.0163,0.235,0.2067,0.0767
2020-04-15 08:29:20 - INFO: 156,15.8467,135.1424,30.4,26.15,992.6,42.85,328.702,165.2223,146.6964,2.8388,-19.3807,57.8701,-0.0007,0.0046,0.0161,0.2328,0.2067,0.0748
2020-04-15 08:29:30 - INFO: 157,15.3524,135.5327,30.4,26.04,992.66,42.82,330.7936,333.5954,56.9122,2.2941,-19.6303,57.7441,-0.0027,0.0044,0.0168,0.2331,0.2045,0.0782
2020-04-15 08:29:40 - INFO: 158,14.8574,135.9209,30.94,26.09,992.62,42.78,25.8611,74.7616,106.7355,1.6454,-19.6672,57.8386,-0.0012,0.0039,0.0158,0.2353,0.2052,0.0764
2020-04-15 08:29:50 - INFO: 159,14.3615,136.3071,30.4,26.11,992.66,42.54,329.5647,165.5519,148.6412,1.1618,-19.5101,58.0005,-0.0022,0.0063,0.0132,0.2331,0.2064,0.077
2020-04-15 08:30:00 - INFO: 160,13.8649,136.6914,30.4,26.08,992.64,43.02,330.9299,333.6077,58.8066,0.6234,-19.3381,57.7118,-0.0012,0.0056,0.0129,0.235,0.2052,0.076
2020-04-15 08:30:10 - INFO: 161,13.3675,137.0739,30.4,26.18,992.61,42.26,25.0291,75.4151,109.2424,-0.0234,-19.7531,57.8068,-0.0015,0.0058,0.0149,0.2331,0.2045,0.0767
2020-04-15 08:30:20 - INFO: 162,12.8695,137.4546,30.4,26.11,992.61,43.05,328.2588,165.3437,151.5159,-0.3838,-19.7965,57.7209,-0.002,0.0061,0.0161,0.2338,0.2055,0.0776
2020-04-15 08:30:30 - INFO: 163,12.3707,137.8337,30.4,26.11,992.6,42.85,330.9075,335.7716,59.9502,-0.8309,-19.7993,57.8345,-0.0012,0.0046,0.0151,0.2344,0.207,0.0776
2020-04-15 08:30:41 - INFO: 164,11.8714,138.2111,30.4,26.17,992.61,42.43,23.8894,76.1867,111.4239,-1.3847,-19.701,57.9038,-0.0015,0.0046,0.0149,0.2356,0.2052,0.0779
2020-04-15 08:30:51 - INFO: 165,11.3214,138.6245,30.4,26.13,992.58,42.55,327.5026,164.7005,154.1274,-1.7161,-19.6699,57.89,-0.0012,0.0061,0.0132,0.2331,0.207,0.0757
2020-04-15 08:31:01 - INFO: 166,10.8208,138.9987,30.4,26.13,992.59,42.31,330.7541,336.4316,61.622,-2.5769,-19.7506,58.0272,-0.0027,0.0058,0.0124,0.2396,0.2076,0.0788
2020-04-15 08:31:11 - INFO: 167,10.3197,139.3716,30.4,26.08,992.56,42.4,23.8152,76.6605,113.4509,-3.0488,-19.9611,58.2691,-0.0012,0.0051,0.0171,0.2347,0.2079,0.0742
2020-04-15 08:31:21 - INFO: 168,9.8181,139.7431,29.86,26.26,992.59,42.51,327.2601,164.4103,156.0509,-3.528,-20.3259,58.6071,-0.0012,0.0053,0.0158,0.2334,0.2058,0.076
2020-04-15 08:31:31 - INFO: 169,9.3159,140.1134,30.4,26.15,992.6,42.73,331.0321,336.174,63.5643,-4.1806,-19.974,58.6228,-0.0017,0.0046,0.0156,0.235,0.2082,0.0757
2020-04-15 08:31:41 - INFO: 170,8.8133,140.4824,29.86,26.08,992.6,42.31,23.6786,76.8563,115.9339,-4.661,-19.8688,59.7208,-0.0015,0.0049,0.0158,0.2356,0.2058,0.0745
2020-04-15 08:31:51 - INFO: 171,8.3103,140.8504,30.4,26.02,992.6,42.49,326.9047,165.5946,157.2604,-5.5516,-19.9605,58.8438,-0.0015,0.0053,0.0156,0.235,0.2055,0.0773
2020-04-15 08:32:02 - INFO: 172,7.8069,141.2173,29.86,26.18,992.62,42.42,311.1683,315.6534,67.423,-6.203,-19.9108,58.9281,-0.001,0.0051,0.0144,0.2307,0.2076,0.076
2020-04-15 08:32:12 - INFO: 173,7.2527,141.6197,30.4,26.11,992.62,43.24,19.9406,52.009,97.9534,-6.5624,-19.8889,58.7819,-0.0017,0.0058,0.0129,0.2347,0.2048,0.0773
2020-04-15 08:32:22 - INFO: 174,6.7485,141.9846,30.4,26.11,992.61,41.97,340.6147,147.2135,157.7372,-7.3379,-19.8783,59.0465,-0.0017,0.0063,0.0161,0.2356,0.2061,0.0751
2020-04-15 08:32:32 - INFO: 175,6.2439,142.3486,30.4,26.13,992.61,42.16,296.5828,292.255,80.2196,-7.6586,-20.2283,59.0589,-0.0007,0.0053,0.0134,0.2331,0.2061,0.0785
2020-04-15 08:32:42 - INFO: 176,5.7391,142.7118,29.32,26.26,992.59,42.09,11.9122,35.6379,87.1002,-8.2389,-20.5462,59.2231,-0.0017,0.0051,0.0146,0.2338,0.2052,0.0757
2020-04-15 08:32:52 - INFO: 177,5.234,143.0743,29.86,26.13,992.59,42.83,350.585,133.8616,155.3693,-8.6421,-20.5508,59.2635,-0.0012,0.0056,0.0146,0.2356,0.2073,0.0785
2020-04-15 08:33:02 - INFO: 178,4.7287,143.4361,30.4,26.13,992.59,42.39,291.5076,257.0707,107.407,-9.3854,-20.365,59.245,-0.002,0.0044,0.0154,0.2356,0.2094,0.0797
2020-04-15 08:33:12 - INFO: 179,4.2231,143.7973,29.86,26.09,992.58,42.85,4.2962,23.608,81.276,-9.7079,-20.7667,59.4907,-0.002,0.0058,0.0163,0.2371,0.2042,0.0767
2020-04-15 08:33:23 - INFO: 180,3.7173,144.158,30.4,26.15,992.6,42.52,358.4643,123.3956,152.6068,-10.3188,-21.0014,59.6424,-0.0012,0.0056,0.0154,0.2344,0.2094,0.076
2020-04-15 08:33:33 - INFO: 181,3.1608,144.5542,30.4,26.18,992.6,42.71,292.1985,223.4023,134.8673,-11.0555,-21.2945,59.2988,-0.0012,0.0046,0.0139,0.2341,0.2052,0.0779
2020-04-15 08:33:43 - INFO: 182,2.6547,144.914,30.4,26.09,992.63,42.78,357.7419,14.3779,77.407,-11.6891,-21.1489,59.1977,-0.0012,0.0056,0.0156,0.2316,0.207,0.0776
2020-04-15 08:33:53 - INFO: 183,2.1485,145.2734,30.4,26.24,992.6,42.73,4.7767,114.8095,148.7256,-12.1439,-21.0779,59.2208,-0.0017,0.0051,0.0136,0.2328,0.2052,0.0776
2020-04-15 08:34:03 - INFO: 184,1.6422,145.6325,30.4,26.0,992.6,42.95,297.234,202.9895,150.2706,-12.9998,-21.1033,59.1518,-0.002,0.0063,0.0154,0.2356,0.203,0.0782
2020-04-15 08:34:13 - INFO: 185,1.1358,145.9915,30.4,26.18,992.6,42.48,352.3687,6.4097,76.1657,-13.628,-20.957,58.7257,-0.0017,0.0061,0.0141,0.2331,0.2052,0.0776
2020-04-15 08:34:23 - INFO: 186,0.6294,146.3503,29.86,26.17,992.64,43.57,9.3537,107.1549,147.1577,-14.4781,-20.3788,59.2581,-0.001,0.0051,0.0173,0.2344,0.2036,0.0782
2020-04-15 08:34:33 - INFO: 187,0.123,146.709,30.4,26.11,992.61,41.56,302.1344,188.7191,162.7853,-14.5966,-20.9436,58.8868,-0.001,0.0053,0.0151,0.2353,0.2033,0.0773
2020-04-15 08:34:44 - INFO: 188,-0.3834,147.0676,30.4,26.11,992.62,42.36,325.3372,348.0639,68.6357,-14.8909,-21.2254,58.547,-0.001,0.0049,0.0154,0.2341,0.2058,0.077
2020-04-15 08:34:54 - INFO: 189,-0.9404,147.4622,30.4,26.11,992.64,42.57,14.1415,77.5647,127.8197,-15.3455,-21.4404,58.9679,-0.0012,0.0053,0.0134,0.2341,0.2055,0.0757
2020-04-15 08:35:04 - INFO: 190,-1.4467,147.821,30.4,26.18,992.6,43.01,320.1805,157.5856,174.9166,-15.9079,-21.3537,59.0633,-0.0012,0.0049,0.0146,0.2362,0.2073,0.077
2020-04-15 08:35:14 - INFO: 191,-1.953,148.18,30.4,26.13,992.62,43.07,304.6994,328.6273,71.8754,-16.3437,-20.7317,59.1259,-0.001,0.0049,0.0134,0.2389,0.2042,0.0773
2020-04-15 08:35:24 - INFO: 192,-2.4591,148.5392,29.86,26.18,992.62,42.31,10.5402,54.659,113.1402,-16.496,-21.0138,59.3204,-0.0017,0.0068,0.0139,0.2356,0.207,0.0782
2020-04-15 08:35:34 - INFO: 193,-2.9651,148.8988,30.4,26.09,992.64,42.82,334.4571,140.056,175.7379,-17.2424,-20.8476,58.9274,-0.0012,0.0061,0.0154,0.2377,0.2073,0.0794
2020-04-15 08:35:44 - INFO: 194,-3.4709,149.2586,30.4,26.18,992.62,42.55,289.8043,302.9775,86.481,-17.5968,-20.8303,58.5727,-0.0012,0.0046,0.0134,0.2353,0.2067,0.0779
2020-04-15 08:35:54 - INFO: 195,-3.9766,149.6189,30.4,26.11,992.64,41.97,4.2591,37.9329,103.9113,-18.3104,-20.8665,58.557,-0.001,0.0044,0.0132,0.2338,0.2061,0.0754
2020-04-15 08:36:05 - INFO: 196,-4.482,149.9797,30.4,26.17,992.65,42.54,345.984,127.5346,173.0228,-18.8489,-21.0165,58.8106,-0.0012,0.0036,0.0154,0.2338,0.2048,0.0782
2020-04-15 08:36:15 - INFO: 197,-5.0377,150.3772,30.94,26.09,992.62,42.47,283.7817,250.3815,130.6839,-19.1538,-21.0186,58.5382,-0.001,0.0053,0.0141,0.2347,0.2073,0.0767
2020-04-15 08:36:25 - INFO: 198,-5.5426,150.7392,30.4,26.11,992.65,42.51,357.7484,25.1262,97.0421,-19.7068,-21.119,58.5189,-0.001,0.0049,0.0149,0.2344,0.2036,0.0776
2020-04-15 08:36:35 - INFO: 199,-6.0472,151.1018,30.4,26.04,992.72,42.69,355.7717,117.4745,169.3508,-20.3789,-21.354,58.3243,-0.0007,0.0049,0.0144,0.2338,0.2076,0.0767
2020-04-15 08:36:45 - INFO: 200,-6.5516,151.4653,29.86,26.17,992.7,42.96,288.7501,209.9806,164.5356,-20.856,-21.2445,58.2727,-0.0015,0.0058,0.0149,0.235,0.2067,0.077
2020-04-15 08:36:55 - INFO: 201,-7.0555,151.8295,30.4,26.15,992.65,42.29,352.1294,15.658,94.5265,-21.3832,-20.9761,57.9499,-0.0015,0.0046,0.0166,0.2371,0.2058,0.0776
2020-04-15 08:37:05 - INFO: 202,-7.5591,152.1946,29.32,26.22,992.64,42.23,2.2687,110.2448,166.0131,-21.8311,-21.0232,58.1719,-0.0012,0.0066,0.0154,0.2322,0.2045,0.0757
2020-04-15 08:37:16 - INFO: 203,-8.0623,152.5606,30.4,26.04,992.61,42.77,294.8198,192.0506,178.163,-22.3691,-21.0712,58.5629,-0.0012,0.0063,0.0134,0.235,0.2036,0.0776
2020-04-15 08:37:26 - INFO: 204,-8.6154,152.9644,30.4,26.08,992.68,42.72,346.9307,8.6237,93.0139,-23.0463,-21.0967,58.383,-0.0015,0.0046,0.0168,0.2338,0.2061,0.077
2020-04-15 08:37:36 - INFO: 205,-9.1177,153.3327,29.32,26.27,992.64,42.45,6.3027,103.2165,163.3162,-23.4077,-21.0088,58.3209,-0.002,0.0061,0.0156,0.2331,0.2055,0.0767
2020-04-15 08:37:46 - INFO: 206,-9.6195,153.702,30.4,26.13,992.64,43.06,301.1317,181.3044,186.2527,-23.8894,-21.0085,58.638,-0.0012,0.0053,0.0139,0.2341,0.2067,0.0767
2020-04-15 08:37:56 - INFO: 207,-10.1208,154.0726,30.4,26.13,992.7,42.97,342.5064,2.9359,92.9031,-24.5266,-20.9035,58.6489,-0.0012,0.0053,0.0154,0.2356,0.2079,0.0776
2020-04-15 08:38:06 - INFO: 208,-10.6216,154.4445,30.94,26.22,992.65,42.92,9.9745,97.952,161.4471,-25.0789,-21.117,58.6353,-0.0015,0.0053,0.0134,0.2371,0.2088,0.0764
2020-04-15 08:38:16 - INFO: 209,-11.1218,154.8177,30.4,26.09,992.63,42.36,306.0976,176.4351,189.1433,-25.6112,-21.325,58.2295,-0.0022,0.0053,0.0136,0.2368,0.2073,0.0776
2020-04-15 08:38:26 - INFO: 210,-11.6215,155.1923,30.4,26.22,992.68,42.9,339.7036,358.3083,93.6753,-25.9512,-21.0456,57.6448,-0.0017,0.0051,0.0146,0.2334,0.2058,0.077
2020-04-15 08:38:37 - INFO: 211,-12.1205,155.5684,29.86,26.2,992.68,42.48,11.8812,93.9361,159.4869,-26.24,-20.7183,57.7179,-0.001,0.0053,0.0154,0.2344,0.21,0.0764
2020-04-15 08:38:47 - INFO: 212,-12.6687,155.984,30.4,26.15,992.65,42.7,309.0831,172.3095,191.3293,-26.5242,-20.8977,57.4727,-0.0015,0.0058,0.0161,0.2331,0.2045,0.076
2020-04-15 08:38:57 - INFO: 213,-13.1663,156.3634,30.4,26.13,992.65,42.45,315.636,339.143,91.5503,-27.0913,-20.9544,57.5218,-0.0015,0.0051,0.0144,0.2341,0.2039,0.0776
2020-04-15 08:39:07 - INFO: 214,-13.6633,156.7446,30.4,26.15,992.62,42.53,13.0935,66.3112,142.0555,-27.7073,-20.7304,57.693,-0.0015,0.0053,0.0158,0.235,0.2048,0.077
2020-04-15 08:39:17 - INFO: 215,-14.1595,157.1275,30.4,26.17,992.66,42.92,326.6227,148.1127,198.0366,-28.1729,-20.8706,58.2121,-0.0007,0.0066,0.0175,0.2328,0.2045,0.0767
2020-04-15 08:39:27 - INFO: 216,-14.6549,157.5123,30.4,26.18,992.63,42.94,296.5191,317.4214,100.1034,-28.5103,-20.8877,58.1034,-0.0005,0.0051,0.0136,0.2356,0.2067,0.076
2020-04-15 08:39:37 - INFO: 217,-15.1495,157.899,30.4,26.24,992.7,42.69,7.3124,45.8185,130.1243,-28.9577,-20.9106,58.236,-0.0015,0.0066,0.0141,0.2344,0.2045,0.0767
2020-04-15 08:39:47 - INFO: 218,-15.6433,158.2878,30.4,26.06,992.66,42.17,340.9544,133.6446,195.8602,-29.3186,-20.803,58.073,-0.001,0.0046,0.0141,0.2338,0.2088,0.076
2020-04-15 08:39:58 - INFO: 219,-16.1363,158.6785,30.4,26.13,992.69,42.39,286.0778,276.1542,130.3048,-29.6041,-20.5263,57.9701,-0.0012,0.0063,0.0151,0.2338,0.2039,0.0788
2020-04-15 08:40:08 - INFO: 220,-16.6775,159.1109,30.4,26.22,992.63,42.75,0.6368,31.3063,121.1591,-29.8953,-20.3411,57.8323,-0.0005,0.0068,0.0149,0.235,0.2052,0.0764
2020-04-15 08:40:18 - INFO: 221,-17.1685,159.5063,30.4,26.02,992.66,42.47,350.456,122.5599,191.4925,-30.5265,-20.2543,57.8904,-0.0007,0.0061,0.0156,0.2356,0.2045,0.076
2020-04-15 08:40:28 - INFO: 222,-17.6586,159.9039,30.4,26.02,992.62,42.38,285.7035,228.2986,170.0654,-31.0684,-19.9556,57.1919,-0.0015,0.0056,0.0139,0.2371,0.2052,0.0776
2020-04-15 08:40:38 - INFO: 223,-18.1477,160.304,30.4,26.15,992.66,40.89,354.3151,21.1956,115.8549,-31.4583,-19.7535,56.6504,-0.0012,0.0063,0.0163,0.2347,0.2061,0.077
2020-04-15 08:40:48 - INFO: 224,-18.6357,160.7066,29.86,26.26,992.63,43.24,357.8452,113.7356,187.4817,-31.7013,-19.9376,56.5737,-0.001,0.0063,0.0151,0.2353,0.2067,0.0785
2020-04-15 08:40:58 - INFO: 225,-19.1227,161.1117,30.4,26.24,992.63,42.82,291.2753,199.5941,192.4543,-31.9646,-19.4838,56.3385,-0.001,0.0051,0.0166,0.2359,0.2073,0.0751
2020-04-15 08:41:08 - INFO: 226,-19.6086,161.5194,30.4,26.22,992.64,42.67,349.0034,13.0269,112.1359,-32.5327,-19.5868,57.1117,-0.0012,0.0061,0.0151,0.2316,0.2076,0.076
2020-04-15 08:41:19 - INFO: 227,-20.1417,161.971,30.4,26.17,992.66,42.78,3.4111,106.9542,183.0352,-32.9038,-19.3093,57.3043,-0.0012,0.0063,0.0149,0.235,0.2064,0.077
2020-04-15 08:41:29 - INFO: 228,-20.6251,162.3845,30.4,26.2,992.68,42.47,297.7458,187.2171,199.6765,-33.5816,-19.2407,56.8524,-0.0015,0.0061,0.0149,0.2331,0.2082,0.0764
2020-04-15 08:41:39 - INFO: 229,-21.1074,162.8009,30.4,26.11,992.66,42.81,345.0879,6.1147,110.9191,-34.1629,-19.3036,56.2853,-0.0,0.0068,0.0136,0.2331,0.2082,0.0764
2020-04-15 08:41:49 - INFO: 230,-21.5883,163.2203,29.86,26.18,992.64,43.23,7.8948,100.9852,180.098,-34.4525,-19.4459,56.0687,-0.0005,0.0061,0.0136,0.2328,0.2058,0.0754
2020-04-15 08:41:59 - INFO: 231,-22.068,163.6427,30.4,26.15,992.65,44.0,303.2452,179.744,204.0297,-34.6305,-19.4795,55.8447,-0.002,0.0058,0.0156,0.2362,0.2042,0.077
2020-04-15 08:42:09 - INFO: 232,-22.5464,164.0683,30.4,26.26,992.65,43.07,341.2835,1.3582,110.5465,-34.8988,-19.4403,55.5924,-0.002,0.0056,0.0154,0.2377,0.2055,0.0754
2020-04-15 08:42:19 - INFO: 233,-23.0233,164.4971,30.4,26.18,992.66,43.32,9.9151,96.1548,177.7086,-35.5483,-19.2411,55.3678,-0.0015,0.0053,0.0151,0.2331,0.2067,0.0767
2020-04-15 08:42:29 - INFO: 234,-23.4989,164.9293,29.86,26.2,992.64,43.76,307.2924,174.2355,206.7835,-35.958,-19.2381,54.9927,-0.002,0.0061,0.0154,0.2359,0.2045,0.077
2020-04-15 08:42:40 - INFO: 235,-24.0203,165.4086,30.4,26.13,992.66,42.53,337.5563,357.6382,109.2367,-36.1971,-18.8336,55.6621,-0.0012,0.0051,0.0154,0.2316,0.2033,0.0751
2020-04-15 08:42:50 - INFO: 236,-24.4927,165.848,30.4,26.09,992.64,42.63,11.7633,91.4417,173.8477,-36.0398,-18.6779,54.7276,-0.0017,0.0058,0.0146,0.2344,0.2061,0.0773
2020-04-15 08:43:00 - INFO: 237,-24.9636,166.2911,30.4,26.13,992.62,42.6,310.9479,170.7144,206.9462,-35.995,-18.8854,54.399,-0.0007,0.0044,0.0154,0.2334,0.2042,0.0773
2020-04-15 08:43:10 - INFO: 238,-25.4329,166.7378,31.48,26.2,992.6,43.11,336.4981,353.796,110.3921,-37.0169,-18.8511,54.6855,-0.0012,0.0051,0.0146,0.238,0.2064,0.0754
2020-04-15 08:43:20 - INFO: 239,-25.9005,167.1884,30.94,26.17,992.64,42.45,14.3064,89.6784,174.0231,-36.8391,-18.5727,54.4131,-0.0015,0.0056,0.0136,0.2371,0.2082,0.077
2020-04-15 08:43:30 - INFO: 240,-26.3664,167.6428,30.4,26.2,992.65,42.7,313.3753,170.0456,207.8297,-36.9129,-18.5092,53.7491,-0.001,0.0051,0.0158,0.2341,0.2036,0.0773
2020-04-15 08:43:41 - INFO: 241,-26.8306,168.1013,30.4,26.13,992.66,42.7,334.9094,350.9785,110.4069,-37.3638,-18.4173,53.96,-0.0007,0.0049,0.0134,0.2313,0.207,0.0751
2020-04-15 08:43:51 - INFO: 242,-27.3392,168.6103,30.4,26.22,992.62,42.37,16.127,86.8072,171.8564,-37.6684,-18.5219,53.6126,-0.0012,0.0053,0.0132,0.2356,0.2061,0.0748
2020-04-15 08:44:01 - INFO: 243,-27.7996,169.0775,29.86,26.18,992.63,42.75,316.7115,168.5449,207.4058,-38.0754,-18.3366,53.6931,-0.0015,0.0058,0.0151,0.231,0.2073,0.0764
2020-04-15 08:44:11 - INFO: 244,-28.258,169.549,30.4,26.18,992.63,42.71,313.5905,328.5066,111.1892,-38.1166,-18.5005,53.5774,-0.001,0.0053,0.0175,0.2338,0.207,0.0767
2020-04-15 08:44:21 - INFO: 245,-28.7146,170.0249,30.4,26.08,992.63,42.81,15.7675,59.9986,152.6712,-38.6202,-17.873,53.0528,-0.0007,0.0051,0.0141,0.2347,0.2055,0.0776
2020-04-15 08:44:31 - INFO: 246,-29.1691,170.5053,30.4,26.18,992.64,42.25,333.502,148.2121,208.882,-39.3786,-17.8926,52.6418,-0.001,0.0063,0.0158,0.2393,0.2061,0.0764
2020-04-15 08:44:41 - INFO: 247,-29.6216,170.9904,30.4,26.13,992.68,42.67,297.0298,303.6531,121.4798,-39.56,-17.4382,52.6265,-0.0012,0.0058,0.0151,0.2341,0.2067,0.0754
2020-04-15 08:44:51 - INFO: 248,-30.0719,171.4802,30.4,26.15,992.64,42.51,10.806,40.0479,138.4512,-39.819,-17.5118,52.5535,-0.0012,0.0041,0.0146,0.2347,0.2061,0.0754
2020-04-15 08:45:02 - INFO: 249,-30.5201,171.9748,30.4,26.18,992.66,43.08,346.9419,135.1869,204.8983,-40.0824,-17.6884,52.7191,-0.0012,0.0058,0.0166,0.2359,0.2052,0.077
2020-04-15 08:45:12 - INFO: 250,-31.0105,172.5246,30.94,26.22,992.67,42.74,290.1597,266.4249,147.8769,-40.5277,-17.4085,52.6793,-0.0007,0.0061,0.0171,0.2338,0.2088,0.077
2020-04-15 08:45:22 - INFO: 251,-31.4539,173.0298,30.4,26.24,992.65,42.81,4.2068,26.82,129.9108,-40.6909,-17.4558,52.0631,-0.002,0.0049,0.0158,0.2362,0.2042,0.077
2020-04-15 08:45:32 - INFO: 252,-31.895,173.5401,29.86,26.24,992.66,42.28,356.1426,124.273,200.3306,-40.843,-17.1188,51.6277,-0.0015,0.0051,0.0156,0.2334,0.2079,0.0767
